البند	الباركود	الاسم	الاسم الأجنبي	الاسم العلمي	الوحدة2	باكيت	عامل تحويل	الرصيد	الوحدة	السعر الوسطي	آخر شراء	مستهلك	القيمة
1235	5281018951569	beesline whitening facial soap/sh				8	0			4489	4570	6000	
1236	5281018003046	Beesline Whitening Facial Wash غسول وجه مفتح للبشرة				1	0			8932	8932	16000	
1237	10002795100840100000	Beesline whitening hair delayin				26	0	3		6317	7268	8000	18951
1238	10002795100840100000	Beesline Whitening Roll-on Deodorant					0			10054	7268	16000	
1239	5281018003428	Beesline Whitening sunfilter SPF 50					0					15000	
البند	الباركود	الاسم	الاسم الأجنبي	الاسم العلمي	الوحدة2	باكيت	عامل تحويل	الرصيد	الوحدة	السعر الوسطي	آخر شراء	مستهلك	القيمة
1240	5281018953310	BEESLINE WHITHING MUD SOAP/SH				5	0			5230	5000	6000	
1241	5281018566138	BEESLINE WHITHNING SHRINK SOAP /SH				4	0			5547	5625	7500	
1242	5281018092910	beesline بديل الزيت/sh				2	0	2		5747	5595	9000	11493
1243	5281018087619	Beesline روتين لتفتيح					0			24640	24640	30000	
1244	5281018715383	beesline سيروم التوازن					0			14510	14510	22000	
1245	5281018715406	beesline سيروم للترطيب العميق					0			14510	14510	22000	
1246	5281018881330	bEESLINE غسول لتفتيح الوجه 4 ب 1				2	0		باكيت	7500	7500	12000	
1247	5281018007068	Beesline غسول نسائي				1	0			11800	11800	14000	
1248	5281018090589	BEESLINE مرطب شفاه بزبدة الشيا / SH				0	2	1	باكيت	2246	1925	2500	2246
1249	3872679004460	BENEFIT 10 MG				1	3	3		3963	3963	5000	11889
1250	3872679004484	BENEFIT 40 MG				1	3	3		8919	8919	11000	26757
1251	3800089870641	benfo-neurovit 40/90/0.25 mg 30tab					2					8000	
1252	6210870053189	ben-oxide 10% gel/sh				45	0	9		3305	3295	4500	29749
1253	6210870023182	Ben-oxide 5 gel domna/sh				62	0	1		2874	2860	3750	2874
1254	6210870113180	ben-oxide mild 2.5% gel					0					3500	
1255	1001607961	Benzathine penicilin 1.2MEGA vial					0					2500	
1256	406960201072017	benzyl benzoate 20% cream				2	0	2	باكيت	1748	1752	4000	3496
1257	8681116602078	Benzyl Benzoate 25% lotion				3	0			1668	1668	2500	
1258	10002795100840100000	BEPANTHEN CREAM/sh		DEXPANTHENOL		1941	0	388		4920	4964	6500	1908818
1259	1001403	Bepanthen plus باكستاني					0					3000	
1260	10002795100840100000	BEPANTHEN PROTECTIVE 20G MINI					0					4000	
1261	4008500109427	BEPANTHEN PROTECTIVE BABY OINT BAYER/sh				517	0	29		4924	4964	6500	142801
1262	10002795100840100000	berberine 1000mg lineone 60cap				7	0			35000	35000	45000	
1263	X003CN4M4X	BERBERINE EXTRACT 60CAP					0			34800	34800	43000	
1264	733739014184	berberine glucose now 90 gels/sh				48	0	16		53846	54000	70000	861533
1265	733739914187	BERBERINE GLUCOSE SUPPORT 60SOFTGELS/sh				6	0			38000	38000	50000	
1266	733739014160	berberine hcl 500mg 90caps now				24	0			56434	53000	70000	
1267	10002795100840100000	berberine line one / sh				2	0			35000	35000	45000	
1268	3571940005020	bergasol spf 50 invisable				12	0	12		28500	28500	34000	342000
1269	3571940004993	bergasol spf50 fluide				11	0	10		31000	31000	37000	310000
1270	6251144500879	Bergo Cabergoline 0.5mg tab / sh				3	8	27		2686	2684	3750	72524
1271	1001453	Berny adults 3g 2 Sachet Fosfomycin/sh				5	2	10		6228	6136	7500	62285
البند	الباركود	الاسم	الاسم الأجنبي	الاسم العلمي	الوحدة2	باكيت	عامل تحويل	الرصيد	الوحدة	السعر الوسطي	آخر شراء	مستهلك	القيمة
1272	10002795100840100000	BERTOCIL EYE DROP edol /sh				14	0	5		7195	7135	9500	35976
1273	01189060066430901725070410IH23219210MDPSE0A424415MX5	besone 250 hfa inhalation midascare	besone 250 hfa inalation midascare	dipropionate			0		بخاخ	9470	9470	12000	
1274	10002795100840100000	Best pregnancy test 1000 /sh				1	40	23		125	130	1000	2877
1275	6958976450029	Best-Aid لصقة جرح / sh			باكيت	0	48	13		322	323	1000	4188
1276	6224000911843	beta care ointment				2	0			6370	6370	8000	
1277	6210872056423	BETA SCALP SOULUTION domina / sh		BETAMETHASONE		59	0	4	باكيت	3188	3182	4250	12750
1278	8906113370332	betacen inj				16	0		باكيت	1870	1726	3000	
1279	6211272053357	Betacort amp				24	0	16		2100	2100	3000	33600
1280	8859350700137	Betadine feminine wash Foam					0					5000	
1281	7640168160814	Betadine intimate wash 250ml					0					5000	
1282	4260265220285	Betadine soothing relief drops					0						
1283	6221163000599	BETAFUCIN CREAM				3	0			2942	2942	4000	
1284	8680131752089	betakif a-z syrup				1	0	1		6035	6035	8000	6035
1285	6957855101922	BETAKON drop					0			1811	1811	3000	
1286	7321839720154	BETALOC ZOK 100MG tab Astrazeneca /sh		METOPROLO		281	0	69	باكيت	13808	13808	17250	952763
1287	7321839722103	Betaloc zok 25 mg tab astrazeneca /sh				54	0	28		3950	3950	5250	110603
1288	7321839720185	BETALOC ZOK 50MG astrazeneca /sh		METOPROLO\		524	0	106	باكيت	10437	10430	13000	1106328
1289		betamethasone 0.1% oint sobhan darou				9	0	3	عصارة	636	636	1000	1908
1290	9641996010614	betamethasone 0.1% safa				1	0			1584	1584	2750	
1291	8906103240720	Betamet-N eye drop					0					3000	
1292	100171230045	betamox 457mg 60ml susp					0					9000	
1293	5600360013631	Betamox 457mg 70ml susp Atral /sh				18	0			6288	7110	9500	
1294	1001607970	BETAMOX 625MG TAB					0					3500	
1295	100171230047	Betamox ES 600mg+ 42.9mg susp					0					11500	
1296	5600360013648	betamox es 600mg+42.9mg atral / sh				4	0			8099	8099	10750	
1297	5600360012146	Betamox Plus 875+125mg tab					2					6000	
1298	8906161741740	Betanov 10ml drop				2	0			2211	2211	3000	
1299	8906161741757	Betanov-N drop					0					3500	
1300	6211915083352	betapionate im/iv amp oubari				26	0	6		2954	3000	4000	17724
1301	9641996016210	betasaf scalp solution				1	0			2376	2376	3500	
البند	الباركود	الاسم	الاسم الأجنبي	الاسم العلمي	الوحدة2	باكيت	عامل تحويل	الرصيد	الوحدة	السعر الوسطي	آخر شراء	مستهلك	القيمة
1302	5310090010311	Betasalek 30gm oint					0					7500	
1303	5310090010328	Betasalek lotion					0					7500	
1304	6210872046585	Beta-Salic ointment domina / sh				31	0	7		3295	3292	4500	23065
1305	6210872086420	BETA-SALIC solution domina / sh				115	0	4	محلول	3291	3291	4500	13163
1306	8002660030108	betaserc 16mg abbott /sh		BETAHISTINE	باكيت	11	3	32	شريط	7440	7417	9250	238068
1307	8002660030078	betaserc 8mg abbott /sh			باكيت	9	4	36	شريط	4613	4602	5750	166053
1308	10002795100840100000	BETASON CREAM MDI / sh				25	0	4		510	518	1000	2042
1309	4823002232080	Betaspan amp					5					4000	
1310	5600360012153	Betasporina 1000mg vial عضلي Atral					0					4000	
1311	6251160060050	betixim100mg/5ml susp midpharma/sh				5	0			2590	2590	5500	
1312	8718692510760	Betmiga 50 tab					3			24830	24830	26500	
1313	900757250102	BETNOSAM CREAM SDI / sh		BETAMETHASONE		588	0	100	عصارة	607	645	1000	60704
1314	1001247	Betnosam G cream SDI				36	0	25		783	909	1000	19572
1315	10002795100840100000	BETNOSAM N CREAM SDI /sh		BETAMETHASONE NEOMYCIN		56	0	11	عصارة	902	990	1000	9923
1316	900757250119	BETNOSAM N OINT SDI		BETAMETHASONE		30	0	15	عصارة	918	990	1500	13763
1317	1001607876	betnosam N ointment				5	0			725	725	1000	
1318	100141	BETNOSAM OINT				10	0	7		607	621	1000	4252
1319	900757250096	betnosam oint / sh				52	0	33		669	665	1000	22082
1320		BETNOSAM OINT SDI		BETAMETHASONE		144	0	40	عصارة	581	615	1000	23246
1321	*SDI-13DOO002*	betnosam oint sdi / sh				40	0	20		616	617	1000	12322
1322	1001250	Betnovate cream اصلي					0					6000	
1323	1001249	Betnovate ointment Gsk					0					6000	
1324	1001223	BETNOVATE SCALP APPLICATION Gsk					0					8500	
1325	10002795100840100000	betnozum oint /sh				10	0			437	437	1000	
1326	10002795100840100000	betnozum-D cream /sh				60	0	7		540	726	1000	3779
1327	9178714971129	BETOLAC CR 50MG				2	3	5		2203	2203	3000	11013
1328	1234567890014	better sleep				1	0	1		3900	3900	5000	3900
1329	10002795100840100000	BEUREL GS 225 ميزان				3	0	1		22149	22149	28000	22149
1330	4211125757335	beurel wellbeing / sh ميزان				2	0			22149	22149	30000	
1331	10002795100840100000	Beurer ks19					0			24604	24604	30000	
1332	10002795100840100000	Beurer ks25					0			29290	29290	35000	
1333	4211125795337	beurer medical ear thermometer /sh				1	0	1		28000	28000	37000	28000
البند	الباركود	الاسم	الاسم الأجنبي	الاسم العلمي	الوحدة2	باكيت	عامل تحويل	الرصيد	الوحدة	السعر الوسطي	آخر شراء	مستهلك	القيمة
1334	4211125601126	Beurer medical جهاز نبيولايزر بورر /sh				2	0	1		40875	40875	53000	40875
1335	10002795100840100000	beurer nebuliser ih-21				1	0			45000	45000	60000	
1336		bglau eye drop				7	0	5		11045	11045	13750	55224
1337	8681285111517	B-good 10cm بلاستر /sh				27	0			1035	1035	2000	
1338	3582910083139	BI TILDIEM SR 120 SANOFI/sh		DILTIAZEM	باكيت	22	2	43	شريط	4711	4710	6250	202584
1339	3086123534605	bic miss soleil /sh				2	0	1		6020	6020	9000	6020
1340	3086123220386	BIC SOLEIL BELLA / SH				1	0			6540	6540	9000	
1341	6221068201848	BIDALKIN غسول نسائي				1	0		باكيت	2248	2248	3000	
1342	787907093105	BIDKIN POWDER				7	0	3		1075	1053	2000	3226
1343	6251875000785	BIDOPA TAB Pioneer					3					2000	
1344	8901111208120	Bidox 100mg cap Doxycyclin ajanta					10			554	439	750	
1345	766008603468	BIG BEN جهاز ضغط				1	0			28000	28000	40000	
1346	77910100	BILASOME 20 tab				1	3	2		6405	6417	7000	12811
1347	8901111080757	bILATOP 20MG TAB BILASTINE					0	-1				9000	
1348	6211161011871	bilaxine tab					3					1000	
1349	6251065049389	bilaxten 20mg hikma					2			5875	5875	7500	
1350	8941101974598	BILLI 20 MG		BILASTINE 20MG	باكيت		2		شريط	2044	1863	4500	
1351	8941101974574	BILLI MELTAB 10MG DISPERSIL		BILASTINE	باكيت	4	3	11	شريط	1833	1833	2500	20167
1352	8905013009144	Binafin terbinafin 1% cream					0					5000	
1353	7640144122454	binosto 70mg eff tab / sh		alendronic acid	باكيت	10	0	3	شريط	18406	6136	30500	55218
1354	8429421430029	BIO argan oil				2	0			8000	8000	12000	
1355	8697711600555	bio balace spf 50				9	0	8		11938	12000	15000	95500
1356	8697711600517	bio balance aknsun/sh				9	0	9		9792	9792	13000	88125
1357	8697711701016	bio balance facial cleansing gel/sh				37	0	23		11344	12000	15000	260909
1358	8697711700033	bio balance foot care/sh				14	0	10		8121	8250	12000	81208
1359	8697711700224	bio balance organic				9	0	4		9714	9750	15000	38857
1360	8697711701061	bio balance soothing skin care cream/sh				10	0	6		12000	12000	15000	72000
1361	8697711700729	BIO BALANCE SPF 50+ 150ML/sh				9	0	3		13089	13500	14000	39268
1362	8697711700705	Bio Balance SPF 50+ واقي شمسي بشره جافه الى عا/shديه شفاف فيزيائي كيميائي				26	0	7		11473	12000	13000	80310
1363	8697711600531	bio balance sun block 50 even tone					0			11250	11250	15000	
1364		bio balance sunspot					0			11380	11380	13000	
1365	8697711602023	BIO BALANCE Super Glow/sh				10	0	6		16168	16500	18000	97005
1366	8697711602030	BIO BALANCE SUPER Plump /sh				11	0	3		15917	16500	18000	47750
1367	8697711602016	BIO BALANCE Super Pure /sh				11	0	5		14694	16500	18000	73471
البند	الباركود	الاسم	الاسم الأجنبي	الاسم العلمي	الوحدة2	باكيت	عامل تحويل	الرصيد	الوحدة	السعر الوسطي	آخر شراء	مستهلك	القيمة
1368	8697711700156	bio balance/shampoo				-9223372036854780000	0	14		9401	9750	12000	131609
1369	3804563822614	bio bone biox /sh				3	0			16400	16400	20000	
1370	8690927512605	BIO DENT NEW TOOTHBRUSH				12	0			3000	3000	5000	
1371	676194992409	bio dhea 25mg cap				3	0	2	علبة	16377	16377	20000	32754
1372	676194992386	bio folic acid 400 ug biotonics				1	0	1		9577	9577	15000	9577
1373		bio folic acid 400mcg / sh				2	0			9531	9531	12000	
1374	20011035	bio ketoconazole shampoo/sh				5	0			3629	3629	6000	
1375	6001159128588	BIO OIL DRY GEL 100ML				1	0			10420	10039	15000	
1376	6001159128595	BIO OIL DRY SKIN GEL				2	0	1		16733	16733	20000	16733
1377	6001159128601	BIO OIL NATURAL 25ML				2	0			6440	6440	10000	
1378	6001159128618	BIO OIL NATURAL 60ML					0			11853	11853	15000	
1379	6001159128557	BIO OIL SKIN 125ML /sh				5	0	2		17704	18000	24000	35408
1380	6001159128540	BIO OIL SKIN OIL 60ML /sh				1	0			12700	12700	15000	
1381	6001159128632	BIO OIL SKINCARE 200ML				2	0			26150	26000	30000	
1382	10002795100840100000	Bio skin deep minoxidil conditioner				1	0	1		5686	5686	10000	5686
1383	10002795100840100000	bio touch gloves /sh			باكيت		100		قطعة	40	40	125	
1384	676194992379	bio zinc 50mg				1	0			10779	10779	14000	
1385	8697711602276	biobalace SOS acne prone skin 20ml				3	0	2		16000	16000	21000	32000
1386	8697711602115	biobalance advanced night recovery				4	0	1		12000	12000	18000	12000
1387	8697711602238	biobalance anti black head 20ml				3	0	2		16000	16000	21000	32000
1388	8697711600890	BIOBALANCE CAFFEINE 5%/sh				4	0	3		16000	16000	20000	48000
1389	8697711602122	biobalance deep peeling 30ml				4	0	2		16000	16000	21000	32000
1390	8697711700187	biobalance dry hair shampo/sh				3	0			6333	6333	10000	
1391	8697711700194	biobalance shampoo/sh					0			9700	9700	12000	
1392	8697711602054	biobalance super hydrator/SH				12	0	5		15538	16500	20000	77688
1393	8050444855669	Bioclin Deo allergy/sh				10	0	3		14500	14500	19000	43500
1394	5425030870013	bio-d3 25000iu cap strong bones					0					14000	
1395	6251600003135	Biodal 10.000 IU 30 tab hayat				2	0			10973	10973	14500	
1396	6251600003388	Biodal 5000 iu 30 tab				4	0			7244	7244	9500	
1397	6251600002268	Biodal 5000 iu 60 tab					0					20000	
1398	6251600002336	Biodal D3 50000 iu 12 tablet				10	0			11044	11044	13500	
1399	3701129813614	biodema واقي شمس photoderm				1	0			25300	25300	30000	
1400	3401399694127	BIODERMA 250ml micellar water				2	0	1		11333	13000	15000	11333
1401	3701129803691	bioderma 30spf/sh				3	0	2		21830	21830	28000	43660
البند	الباركود	الاسم	الاسم الأجنبي	الاسم العلمي	الوحدة2	باكيت	عامل تحويل	الرصيد	الوحدة	السعر الوسطي	آخر شراء	مستهلك	القيمة
1402	3701129804377	Bioderma Aquafluid 50+ واقي شمسي					0					18000	
1403	3701129807392	bioderma aquafluide 50 spf				1	0	1		25300	25300	30000	25300
1404	3701129805336	BIODERMA atoderm ultra 200ml				2	0			28050	28050	35000	
1405	3401353790339	Bioderma Cream/Aquafluid SPF 50+ واقي شمسي					0					18000	
1406	3701129803561	BIODERMA FLUID MAX 100SPF				2	0			18150	18150	23000	
1407	3701129800850	bioderma gel				2	0	1		8400	8400	13000	8400
1408	3401348840421	Bioderma hydra 40 ml				1	0			21436	21436	27000	
1409	3701129811702	BIODERMA HYDRABIO H2O 500 ML				1	0			18600	18600	25000	
1410	3701129809334	BIODERMA hydrabio hyalu+/sh				2	0	2		39055	39055	45000	78110
1411	3701129802076	BIODERMA INTENSEVIE 500ML				2	0	1		48350	48350	55000	48350
1412	3701129803523	Bioderma max creme 50+ واقي شمس				2	0			17200	17200	20000	
1413	3401575390447	BIODERMA micellar water h2o 250ml				2	0			13000	13000	17000	
1414	3701129813638	bioderma new photoderm 50 spf				2	0			20000	20000	25000	
1415	3701129803516	bioderma photoderm 50 sensitive				1	0			25300	25300	30000	
1416	3701129800553	bioderma pigmentbio fomaing crem / sh				4	0	1		31700	31700	38000	31700
1417	3701129800102	bioderma pigmentbio H2O 250ml					0			19620	19620	15000	
1418	3401578653709	bioderma sebium gel moussant 200ml / sh				7	0			17715	18000	20000	
1419	3401399277092	bioderma sebium gel moussant 500ml الازرق / sh				10	0	2		23446	23094	30000	46893
1420	3401396991830	bioderma sebium h2o 500ml				2	0	1		20650	20650	27000	20650
1421	3701129804995	BIODERMA sensibio defensiv 30ml/sh				3	0	3		40186	43958	45000	120558
1422	3701129812037	BIODERMA SENSIBIO GEL MOUSSANT /SH				2	0	1		23677	23677	30000	23677
1423	3701129800843	bioderma sensibio gel moussant 500 ml الوردي / sh				7	0	1		25915	25915	28000	25915
1424	3701129812129	Bioderma sensibio H2O 500 ml					0			20355	20355	25000	
1425	3701129811467	BIODERMA sensibo eye 15ml				1	0			31260	31260	36000	
1426	3701129812068	bioderma sensibo h2o 250ml				3	0	1		14578	14578	20000	14578
1427	3701129807385	bioderma spf 50				2	0	1		10680	8330	18000	10680
1428	3701129803738	BIODERMA SPOT-AGE 50SPF				2	0			20000	20000	25000	
1429	3401353789500	Bioderma Tinted cream SPF 100+ واقي شمسي					0					18000	
البند	الباركود	الاسم	الاسم الأجنبي	الاسم العلمي	الوحدة2	باكيت	عامل تحويل	الرصيد	الوحدة	السعر الوسطي	آخر شراء	مستهلك	القيمة
1430	3701129813621	BIODERMA ULTRA FLUID				2	0			25300	25300	30000	
1431	4602884018254	BIODROTAVE 40MG			باكيت	1	2	2	شريط	2672	2748	3500	5345
1432	5900168352001	BioDy vitamin D 10000 iu 30 cap					2					7500	
1433	5900168352421	bioflex diabetic effervescent 60 tab					3			11963	11963	13500	
1434	5900168352285	Bioflex Plus 60 capsul BioActiveT				0	4	1		7822	7824	8500	7822
1435	676194200252	Bioflex Plus Cream				5	0			13750	13750	17000	
1436	5900168352117	BIOFLEX plus eff			باكيت	1	3	3	فوار	11989	11550	15000	35968
1437	8055510240219	Bio-force anti loss amp				3	0	3		45000	45000	52000	135000
1438	731124100016	Biofreeze Gel USA					0					19000	
1439	731124100009	Biofreeze Roll-on					0					19000	
1440	6291010210488	biofresh غرغره				5	0	2		2500	2500	5000	5000
1441	8681267041245	Biogermx povidon iodin غسول نسائي					0					5000	
1442	6223003579890	biogest 400mg supp مصري					0					11500	
1443	6211293174017	BioGhar Antilice shampo				1	0			2540	2540	4000	
1444	6211293106018	bioGhar povidone 4% 100ml /sh				5	0			2071	2071	3000	
1445	5900168352209	BioGinko Plus tab					0					19000	
1446	5900168352100	Biolact Pluz Zinc sachet Bioactive					10			1158	1150	2000	
1447	5902020847038	biolevox neuro tab					2					14000	
1448	5906071044651	bioliq antyperspirant 48h				4	0			12000	12000	13000	
1449	634158758683	BioMaterna 30 tab					2					6250	
1450	7350104242640	bionex sunscreen spray				1	0			23756	23756	25000	
1451	6001159111351	Bio-oil skincare oil 125ml				1	0			19620	19620	23000	
1452	6001159111863	Bio-oil Skincare Oil 200ml /sh				1	0	1		25000	25000	32000	25000
1453	676194985982	Bio-omega 3 1000mg 30 cap			شريط		3			8230	8230	12000	
1454	6761949650698	Bio-Omega 3 1000mg 30cap BioActive /sh				2	3	5		2605	2663	3500	13024
